app_id,tat_days,issued
APP-13218,0.219,1
APP-13219,0.243,1
APP-13220,0.204,0
APP-13221,0.155,1
APP-13222,0.124,0
APP-13223,7.46,1
APP-13224,0.193,1
APP-13225,11.253,0
APP-13226,0.239,0
APP-13227,8.697,0
APP-13228,8.763,1
APP-13229,0.133,0
APP-13230,0.071,0
APP-13231,0.161,0
APP-13232,0.132,0
APP-13233,0.172,1
APP-13234,0.166,0
APP-13235,6.536,1
APP-13236,0.111,1
APP-13237,6.028,1
APP-13238,0.09,0
APP-13239,0.064,1
APP-13240,0.146,1
APP-13241,0.223,1
APP-13242,0.126,1
APP-13243,8.841,0
APP-13244,7.742,0
APP-13245,2.834,0
APP-13246,9.355,0
APP-13247,0.439,1
APP-13248,0.291,0
APP-13249,0.62,1
APP-13250,9.732,0
APP-13251,0.043,1
APP-13252,0.247,1
APP-13253,0.118,0
APP-13254,0.292,0
APP-13255,5.367,0
APP-13256,0.18,1
APP-13257,0.103,1
APP-13258,1.042,1
APP-13259,0.136,1
APP-13260,5.003,0
APP-13261,0.2,1
APP-13262,4.251,1
APP-13263,2.863,0
APP-13264,0.121,1
APP-13265,0.514,1
APP-13266,0.183,1
APP-13267,0.303,1
APP-13268,0.228,1
APP-13269,0.109,1
APP-13270,0.123,0
APP-13271,0.127,1
APP-13272,5.187,1
APP-13273,0.196,0
APP-13274,0.479,0
APP-13275,0.191,1
APP-13276,7.989,0
APP-13277,0.22,1
APP-13278,4.921,0
APP-13279,7.883,1
APP-13280,9.975,0
APP-13281,0.033,1
APP-13282,7.76,1
APP-13283,6.823,0
APP-13284,0.123,1
APP-13285,2.797,1
APP-13286,0.207,1
APP-13287,6.74,0
APP-13288,0.126,1
APP-13289,7.109,0
APP-13290,0.082,1
APP-13291,0.128,0
APP-13292,5.843,0
APP-13293,0.183,1
APP-13294,7.231,0
APP-13295,0.314,0
APP-13296,0.096,1
APP-13297,1.966,1
APP-13298,0.211,1
APP-13299,7.974,0
APP-13300,0.066,1
APP-13301,5.102,1
APP-13302,0.149,1
APP-13303,0.041,1
APP-13304,0.321,1
APP-13305,0.175,1
APP-13306,0.136,1
APP-13307,9.125,0
APP-13308,7.623,0
APP-13309,7.822,0
APP-13310,0.1,1
APP-13311,0.057,0
APP-13312,0.048,1
APP-13313,11.721,1
APP-13314,4.066,1
APP-13315,0.252,1
APP-13316,0.31,0
APP-13317,4.868,0
APP-13318,0.284,0
APP-13319,10.119,0
APP-13320,11.744,0
APP-13321,2.328,0
APP-13322,0.283,1
APP-13323,5.644,1
APP-13324,0.068,1
APP-13325,3.753,0
APP-13326,0.069,1
APP-13327,8.31,0
APP-13328,0.085,0
APP-13329,0.112,1
APP-13330,0.233,1
APP-13331,0.32,0
APP-13332,8.437,0
APP-13333,0.091,1
APP-13334,0.2,1
APP-13335,0.054,0
APP-13336,0.105,1
APP-13337,0.189,1
APP-13338,6.346,1
APP-13339,0.153,1
APP-13340,7.618,0
APP-13341,6.316,1
APP-13342,0.131,0
APP-13343,11.467,0
APP-13344,0.339,0
APP-13345,0.247,0
APP-13346,8.394,0
APP-13347,0.126,1
APP-13348,0.119,1
APP-13349,5.974,0
APP-13350,0.179,0
APP-13351,0.124,0
APP-13352,0.106,1
APP-13353,7.376,0
APP-13354,0.096,1
APP-13355,0.088,1
APP-13356,0.185,1
APP-13357,0.039,1
APP-13358,1.285,1
APP-13359,2.325,1
APP-13360,5.816,1
APP-13361,0.432,1
APP-13362,4.763,1
APP-13363,0.15,1
APP-13364,12.116,0
APP-13365,5.568,1
APP-13366,0.06,1
APP-13367,0.19,0
APP-13368,0.115,1
APP-13369,0.154,1
APP-13370,1.889,1
APP-13371,0.219,1
APP-13372,6.487,1
APP-13373,0.6,1
APP-13374,0.287,1
APP-13375,0.107,0
APP-13376,0.167,0
APP-13377,0.198,0
APP-13378,0.167,1
APP-13379,8.599,0
APP-13380,0.249,1
APP-13381,0.271,1
APP-13382,0.169,1
APP-13383,0.106,0
APP-13384,0.112,0
APP-13385,12.22,0
APP-13386,0.122,0
APP-13387,0.216,1
APP-13388,0.383,0
APP-13389,0.165,0
APP-13390,6.948,0
APP-13391,0.107,1
APP-13392,0.115,0
APP-13393,0.132,0
APP-13394,0.098,0
APP-13395,0.062,1
APP-13396,0.16,1
APP-13397,0.246,1
APP-13398,0.111,1
APP-13399,5.595,0
APP-13400,0.094,1
APP-13401,4.724,1
APP-13402,0.226,1
APP-13403,7.571,0
APP-13404,0.195,1
APP-13405,0.134,0
APP-13406,9.105,0
APP-13407,0.22,1
APP-13408,5.687,1
APP-13409,0.208,1
APP-13410,0.272,0
APP-13411,3.995,0
APP-13412,7.309,1
APP-13413,0.303,0
APP-13414,0.053,1
APP-13415,0.225,1
APP-13416,0.482,1
APP-13417,8.22,0
APP-13418,3.296,1
APP-13419,0.6,0
APP-13420,9.513,0
APP-13421,11.202,0
APP-13422,15.022,1
APP-13423,0.255,1
APP-13424,0.314,1
APP-13425,0.247,1
APP-13426,0.125,1
APP-13427,0.214,0
APP-13428,0.046,1
APP-13429,0.303,0
APP-13430,0.231,0
APP-13431,0.313,1
APP-13432,5.076,0
APP-13433,0.124,1
APP-13434,0.149,1
APP-13435,3.529,1
APP-13436,0.058,1
APP-13437,5.995,0
APP-13438,0.281,1
APP-13439,0.129,1
APP-13440,11.292,0
APP-13441,11.115,1
APP-13442,4.745,1
APP-13443,0.086,1
APP-13444,0.123,1
APP-13445,0.22,0
APP-13446,0.114,0
APP-13447,0.092,0
APP-13448,0.106,0
APP-13449,0.219,0
APP-13450,0.114,1
APP-13451,0.094,1
APP-13452,0.149,1
APP-13453,0.491,1
APP-13454,0.128,1
APP-13455,0.276,1
APP-13456,7.726,1
APP-13457,0.116,0
APP-13458,0.079,0
APP-13459,7.102,0
APP-13460,2.216,1
APP-13461,0.107,0
APP-13462,0.227,0
APP-13463,0.083,1
APP-13464,12.367,0
APP-13465,0.103,1
APP-13466,0.249,1
APP-13467,0.215,1
APP-13468,0.174,0
APP-13469,6.001,1
APP-13470,0.208,1
APP-13471,0.063,1
APP-13472,6.081,0
APP-13473,0.293,0
APP-13474,0.085,1
APP-13475,0.143,1
APP-13476,7.516,0
APP-13477,5.976,1
APP-13478,0.208,0
APP-13479,0.191,0
APP-13480,0.19,1
APP-13481,0.103,1
APP-13482,0.128,1
APP-13483,0.168,1
APP-13484,11.023,1
APP-13485,7.83,0
APP-13486,8.466,0
APP-13487,3.722,0
APP-13488,0.179,1
APP-13489,6.454,1
APP-13490,0.208,0
APP-13491,0.053,1
APP-13492,0.099,0
APP-13493,8.739,0
APP-13494,13.722,0
APP-13495,4.834,0
APP-13496,0.182,0
APP-13497,13.821,0
APP-13498,4.867,1
APP-13499,0.218,1
APP-13500,0.186,1
APP-13501,6.686,1
APP-13502,11.129,0
APP-13503,0.335,1
APP-13504,0.031,0
APP-13505,0.069,0
APP-13506,0.11,0
APP-13507,0.16,1
APP-13508,0.221,1
APP-13509,0.398,0
APP-13510,0.209,0
APP-13511,0.15,0
APP-13512,0.232,1
APP-13513,0.142,0
APP-13514,0.229,1
APP-13515,0.3,1
APP-13516,0.215,1
APP-13517,0.092,1
APP-13518,6.877,0
APP-13519,6.833,1
APP-13520,0.069,1
APP-13521,0.044,0
APP-13522,0.145,1
APP-13523,0.328,1
APP-13524,0.065,1
APP-13525,0.081,1
APP-13526,0.084,1
APP-13527,0.232,1
APP-13528,0.076,1
APP-13529,0.149,0
APP-13530,0.134,1
APP-13531,0.189,0
APP-13532,0.151,1
APP-13533,0.173,1
APP-13534,0.223,1
APP-13535,11.613,0
APP-13536,2.088,1
APP-13537,10.586,1
APP-13538,8.644,0
APP-13539,0.188,1
APP-13540,13.401,1
APP-13541,0.136,0
APP-13542,0.178,0
APP-13543,0.118,1
APP-13544,0.125,1
APP-13545,3.837,1
APP-13546,0.182,0
APP-13547,0.068,1
APP-13548,8.684,0
APP-13549,0.086,0
APP-13550,0.103,1
APP-13551,0.257,1
APP-13552,0.111,0
APP-13553,0.174,1
APP-13554,8.908,1
APP-13555,0.201,0
APP-13556,0.326,1
APP-13557,0.129,1
APP-13558,5.979,1
APP-13559,0.076,0
APP-13560,0.097,1
APP-13561,0.274,1
APP-13562,4.134,1
APP-13563,0.111,1
APP-13564,0.454,1
APP-13565,0.092,0
APP-13566,0.102,1
APP-13567,4.609,1
APP-13568,0.212,1
APP-13569,9.302,0
APP-13570,0.167,1
APP-13571,0.079,1
APP-13572,0.094,1
APP-13573,0.207,1
APP-13574,0.184,1
APP-13575,0.107,0
APP-13576,0.06,1
APP-13577,3.172,0
APP-13578,0.368,1
APP-13579,0.192,0
APP-13580,6.303,0
APP-13581,0.047,0
APP-13582,5.698,0
APP-13583,0.404,1
APP-13584,0.393,1
APP-13585,0.178,0
APP-13586,0.166,0
APP-13587,8.588,1
APP-13588,15.989,0
APP-13589,2.456,0
APP-13590,0.048,0
APP-13591,3.184,0
APP-13592,0.194,1
APP-13593,0.102,1
APP-13594,8.575,0
APP-13595,0.252,1
APP-13596,0.161,1
APP-13597,0.393,1
APP-13598,3.767,0
APP-13599,0.227,1
APP-13600,0.26,0
APP-13601,0.255,1
APP-13602,0.225,0
APP-13603,0.111,1
APP-13604,0.135,1
APP-13605,0.135,1
APP-13606,0.147,0
APP-13607,1.874,0
APP-13608,0.162,1
APP-13609,0.166,1
APP-13610,0.186,1
APP-13611,0.115,1
APP-13612,0.223,1
APP-13613,0.237,1
APP-13614,0.068,0
APP-13615,0.138,0
APP-13616,0.115,1
APP-13617,7.333,0
APP-13618,0.106,1
APP-13619,1.396,1
APP-13620,0.183,0
APP-13621,0.197,1
APP-13622,9.995,0
APP-13623,0.107,1
APP-13624,1.315,1
APP-13625,0.143,1
APP-13626,0.125,1
APP-13627,5.739,0
APP-13628,1.877,1
APP-13629,0.29,1
APP-13630,0.254,1
APP-13631,2.589,1
APP-13632,0.149,1
APP-13633,0.17,1
APP-13634,0.096,0
APP-13635,0.242,1
APP-13636,0.058,1
APP-13637,7.295,0
APP-13638,0.504,0
APP-13639,13.301,0
APP-13640,0.099,1
APP-13641,0.277,1
APP-13642,5.586,1
APP-13643,0.145,1
APP-13644,0.186,1
APP-13645,0.075,1
APP-13646,3.378,0
APP-13647,3.081,1
APP-13648,5.086,1
APP-13649,7.382,0
APP-13650,0.186,0
APP-13651,0.099,1
APP-13652,0.398,1
APP-13653,0.341,1
APP-13654,1.806,1
APP-13655,11.277,0
APP-13656,0.039,1
APP-13657,0.205,1
APP-13658,8.036,0
APP-13659,0.131,0
APP-13660,0.216,1
APP-13661,0.253,1
APP-13662,0.186,1
APP-13663,9.82,0
APP-13664,0.086,1
APP-13665,0.159,1
APP-13666,0.276,1
APP-13667,5.607,0
APP-13668,2.625,0
APP-13669,0.132,1
APP-13670,0.059,1
APP-13671,0.108,0
APP-13672,0.022,1
APP-13673,8.421,0
APP-13674,0.124,1
APP-13675,0.069,0
APP-13676,0.275,1
APP-13677,0.336,0
APP-13678,0.036,0
APP-13679,0.368,1
APP-13680,4.631,1
APP-13681,0.204,0
APP-13682,0.36,0
APP-13683,0.162,0
APP-13684,0.126,1
APP-13685,0.099,1
APP-13686,10.751,1
APP-13687,0.089,1
APP-13688,6.584,0
APP-13689,0.087,1
APP-13690,0.14,1
APP-13691,0.205,1
APP-13692,3.694,0
APP-13693,11.412,0
APP-13694,0.031,1
APP-13695,9.204,0
APP-13696,0.276,0
APP-13697,0.112,0
APP-13698,6.365,0
APP-13699,3.201,0
APP-13700,0.037,1
APP-13701,7.25,1
APP-13702,0.047,1
APP-13703,0.118,1
APP-13704,0.15,1
APP-13705,0.205,1
APP-13706,0.069,1
APP-13707,15.248,0
APP-13708,4.671,0
APP-13709,6.78,0
APP-13710,0.141,1
APP-13711,0.156,1
APP-13712,13.435,1
APP-13713,0.187,0
APP-13714,7.411,1
APP-13715,0.429,0
APP-13716,10.686,0
APP-13717,7.227,0
APP-13718,0.21,0
APP-13719,9.015,1
APP-13720,8.832,0
APP-13721,0.138,1
APP-13722,0.24,1
APP-13723,0.475,1
APP-13724,5.51,1
APP-13725,0.169,1
APP-13726,0.077,1
APP-13727,0.114,1
APP-13728,10.819,1
APP-13729,3.012,1
APP-13730,0.144,1
APP-13731,4.098,1
APP-13732,3.772,0
APP-13733,0.192,1
APP-13734,0.294,1
APP-13735,0.228,0
APP-13736,0.14,1
APP-13737,12.496,0
APP-13738,8.749,1
APP-13739,0.09,1
APP-13740,0.102,0
APP-13741,0.067,1
APP-13742,0.401,1
APP-13743,0.088,1
APP-13744,0.137,0
APP-13745,0.091,0
APP-13746,2.445,0
APP-13747,0.28,1
APP-13748,0.176,1
APP-13749,0.164,1
APP-13750,0.04,0
APP-13751,0.203,0
APP-13752,3.819,1
APP-13753,9.721,0
APP-13754,0.076,1
APP-13755,6.871,1
APP-13756,8.012,0
APP-13757,0.093,1
APP-13758,0.107,1
APP-13759,3.708,0
APP-13760,6.899,1
APP-13761,6.239,1
APP-13762,0.296,0
APP-13763,5.648,1
APP-13764,5.788,1
APP-13765,7.437,0
APP-13766,0.321,1
APP-13767,15.199,1
APP-13768,0.106,1
APP-13769,5.707,0
APP-13770,8.699,0
APP-13771,0.201,0
APP-13772,0.998,1
APP-13773,0.068,0
APP-13774,0.147,1
APP-13775,3.263,1
APP-13776,4.749,0
APP-13777,0.247,1
APP-13778,0.103,1
APP-13779,0.153,1
APP-13780,0.149,0
APP-13781,0.115,1
APP-13782,7.264,0
APP-13783,0.137,1
APP-13784,0.025,1
APP-13785,11.008,0
APP-13786,0.32,0
APP-13787,0.199,0
APP-13788,0.131,1
APP-13789,0.116,1
APP-13790,11.65,0
APP-13791,15.427,0
APP-13792,8.406,0
APP-13793,4.198,0
APP-13794,3.854,0
APP-13795,0.226,1
APP-13796,0.144,1
APP-13797,0.137,1
APP-13798,7.202,0
APP-13799,9.577,1
APP-13800,0.104,1
APP-13801,13.068,0
APP-13802,3.759,0
APP-13803,1.672,1
APP-13804,0.197,1
APP-13805,0.074,1
APP-13806,0.216,0
APP-13807,0.086,1
APP-13808,0.242,1
APP-13809,4.841,1
APP-13810,0.291,1
APP-13811,0.146,1
APP-13812,0.329,0
APP-13813,0.09,0
APP-13814,0.326,1
APP-13815,8.164,1
APP-13816,0.073,1
APP-13817,8.838,1
APP-13818,0.139,0
APP-13819,0.168,1
APP-13820,0.208,1
APP-13821,0.234,1
APP-13822,2.814,1
APP-13823,0.152,1
APP-13824,0.4,1
APP-13825,0.166,1
APP-13826,3.234,1
APP-13827,3.709,1
APP-13828,0.081,0
APP-13829,0.156,0
APP-13830,0.258,0
APP-13831,5.32,1
APP-13832,0.133,0
APP-13833,0.121,1
APP-13834,1.446,0
APP-13835,5.537,1
APP-13836,0.466,1
APP-13837,0.184,0
APP-13838,0.3,0
APP-13839,0.088,0
APP-13840,2.668,1
APP-13841,1.633,1
APP-13842,0.303,0
APP-13843,0.112,1
APP-13844,0.138,1
APP-13845,0.098,1
APP-13846,0.188,0
APP-13847,0.087,1
APP-13848,10.257,0
APP-13849,0.378,1
APP-13850,5.774,1
APP-13851,0.134,1
APP-13852,16.193,0
APP-13853,16.209,0
APP-13854,4.546,0
APP-13855,0.265,1
APP-13856,11.2,0
APP-13857,0.162,1
APP-13858,0.123,1
APP-13859,0.121,1
APP-13860,0.264,0
APP-13861,6.895,1
APP-13862,0.085,1
APP-13863,0.122,1
APP-13864,0.074,1
APP-13865,0.155,1
APP-13866,7.687,1
APP-13867,5.099,0
APP-13868,4.74,1
APP-13869,0.168,1
APP-13870,0.186,1
APP-13871,2.805,0
APP-13872,0.186,1
APP-13873,0.144,1
APP-13874,0.263,1
APP-13875,5.369,0
APP-13876,6.537,0
APP-13877,0.36,1
APP-13878,11.775,1
APP-13879,9.494,0
APP-13880,1.737,0
APP-13881,0.092,1
APP-13882,0.086,1
APP-13883,2.508,0
APP-13884,0.151,1
APP-13885,0.196,1
APP-13886,0.165,1
APP-13887,7.218,1
APP-13888,0.12,0
APP-13889,0.081,0
APP-13890,8.511,0
APP-13891,4.228,0
APP-13892,4.775,0
APP-13893,0.232,1
APP-13894,0.104,0
APP-13895,7.698,0
APP-13896,0.092,1
APP-13897,0.176,1
APP-13898,6.491,1
APP-13899,4.195,1
APP-13900,9.839,1
APP-13901,0.364,1
APP-13902,0.148,1
APP-13903,0.189,0
APP-13904,0.036,1
APP-13905,0.134,0
APP-13906,0.128,1
APP-13907,8.278,0
APP-13908,0.031,1
APP-13909,0.193,1
APP-13910,8.668,0
APP-13911,0.077,1
APP-13912,0.119,1
APP-13913,0.15,1
APP-13914,0.397,1
APP-13915,0.096,0
APP-13916,0.424,1
APP-13917,0.105,0
APP-13918,0.138,1
APP-13919,0.165,0
APP-13920,0.118,1
APP-13921,0.126,1
APP-13922,8.952,0
APP-13923,0.147,1
APP-13924,6.261,1
APP-13925,0.117,0
APP-13926,0.179,1
APP-13927,6.275,1
APP-13928,0.338,1
APP-13929,0.08,0
APP-13930,0.248,1
APP-13931,0.087,0
APP-13932,0.17,1
APP-13933,8.196,1
APP-13934,3.247,1
APP-13935,7.968,1
APP-13936,6.23,0
APP-13937,1.767,0
APP-13938,0.206,1
APP-13939,3.956,1
APP-13940,5.172,1
APP-13941,3.772,0
APP-13942,0.208,1
APP-13943,0.115,1
APP-13944,0.228,1
APP-13945,0.262,1
APP-13946,0.068,0
APP-13947,0.158,1
APP-13948,2.315,1
APP-13949,0.16,1
APP-13950,0.083,0
APP-13951,0.066,1
APP-13952,0.11,1
APP-13953,10.598,0
APP-13954,0.116,0
APP-13955,9.171,0
APP-13956,7.942,0
APP-13957,0.153,1
APP-13958,0.19,1
APP-13959,6.264,0
APP-13960,0.11,0
APP-13961,0.207,0
APP-13962,5.242,1
APP-13963,0.6,1
APP-13964,0.078,1
APP-13965,0.231,1
APP-13966,0.095,1
APP-13967,0.076,0
APP-13968,0.294,1
APP-13969,0.091,1
APP-13970,0.361,1
APP-13971,0.166,1
APP-13972,0.132,0
APP-13973,0.135,0
APP-13974,6.25,0
APP-13975,0.133,1
APP-13976,0.161,1
APP-13977,0.156,1
APP-13978,0.133,0
APP-13979,7.864,0
APP-13980,0.087,1
APP-13981,0.065,1
APP-13982,0.148,1
APP-13983,0.116,1
APP-13984,0.239,1
APP-13985,0.181,1
APP-13986,0.228,1
APP-13987,0.276,1
APP-13988,7.212,1
APP-13989,0.229,1
APP-13990,0.146,1
APP-13991,0.146,1
APP-13992,0.114,1
APP-13993,0.069,0
APP-13994,0.142,1
APP-13995,0.394,1
APP-13996,4.506,1
APP-13997,9.823,0
APP-13998,0.131,1
APP-13999,0.181,1
APP-14000,0.346,0
APP-14001,0.185,0
APP-14002,0.202,1
APP-14003,5.498,0
APP-14004,0.153,1
APP-14005,0.232,1
APP-14006,6.93,1
APP-14007,0.244,0
APP-14008,0.157,0
APP-14009,0.088,0
APP-14010,0.129,1
APP-14011,0.119,1
APP-14012,0.124,0
APP-14013,0.123,0
APP-14014,0.219,0
APP-14015,0.067,1
APP-14016,0.2,0
APP-14017,4.095,1
APP-14018,0.232,0
APP-14019,0.224,0
APP-14020,0.247,1
APP-14021,0.179,1
APP-14022,0.16,0
APP-14023,0.108,1
APP-14024,0.058,1
APP-14025,0.289,1
APP-14026,8.362,0
APP-14027,0.063,1
APP-14028,0.259,1
APP-14029,0.082,1
APP-14030,0.225,1
APP-14031,0.289,1
APP-14032,0.113,1
APP-14033,0.183,1
APP-14034,0.054,1
APP-14035,5.568,1
APP-14036,3.972,1
APP-14037,0.157,1
APP-14038,0.199,1
APP-14039,0.117,1
APP-14040,1.673,1
APP-14041,0.095,1
APP-14042,3.101,0
APP-14043,9.275,0
APP-14044,0.114,1
APP-14045,0.115,1
APP-14046,0.183,1
APP-14047,0.198,1
APP-14048,0.183,1
APP-14049,0.523,1
APP-14050,0.109,0
APP-14051,5.689,0
APP-14052,0.29,1
APP-14053,0.16,1
APP-14054,0.148,1
APP-14055,0.057,1
APP-14056,0.349,1
APP-14057,4.482,0
APP-14058,6.434,0
APP-14059,6.768,1
APP-14060,0.307,1
APP-14061,0.056,1
APP-14062,7.895,1
APP-14063,0.125,1
APP-14064,0.233,1
APP-14065,0.172,1
APP-14066,0.161,1
APP-14067,0.092,0
APP-14068,0.6,1
APP-14069,0.092,1
APP-14070,4.283,1
APP-14071,0.171,0
APP-14072,0.251,1
APP-14073,0.084,1
APP-14074,6.071,0
APP-14075,0.163,1
APP-14076,6.945,1
APP-14077,0.106,1
APP-14078,0.186,1
APP-14079,0.103,1
APP-14080,0.251,1
APP-14081,0.147,1
APP-14082,0.243,0
APP-14083,0.165,1
APP-14084,0.196,1
APP-14085,0.144,1
APP-14086,0.532,1
APP-14087,6.028,0
APP-14088,0.053,0
APP-14089,0.174,0
APP-14090,0.346,1
APP-14091,0.088,1
APP-14092,0.157,1
APP-14093,0.178,1
APP-14094,4.261,0
APP-14095,0.18,1
APP-14096,0.152,1
APP-14097,0.143,1
APP-14098,8.891,0
APP-14099,0.264,0
APP-14100,11.243,0
APP-14101,7.532,1
APP-14102,0.208,0
APP-14103,0.256,0
APP-14104,5.196,1
APP-14105,0.398,1
APP-14106,0.085,0
APP-14107,3.371,1
APP-14108,0.225,1
APP-14109,0.254,1
APP-14110,0.136,0
APP-14111,0.102,1
APP-14112,0.119,1
APP-14113,0.19,1
APP-14114,0.089,0
APP-14115,7.158,0
APP-14116,9.909,0
APP-14117,0.15,0
APP-14118,0.175,0
APP-14119,0.145,1
APP-14120,0.196,1
APP-14121,0.251,0
APP-14122,6.446,1
APP-14123,0.17,0
APP-14124,0.077,1
APP-14125,0.067,1
APP-14126,7.194,1
APP-14127,0.179,1
APP-14128,0.064,0
APP-14129,0.045,0
APP-14130,3.399,1
APP-14131,0.197,1
APP-14132,7.381,0
APP-14133,0.202,1
APP-14134,11.4,1
APP-14135,0.1,1
APP-14136,0.123,1
APP-14137,0.108,1
APP-14138,0.102,1
APP-14139,9.0,1
APP-14140,0.104,1
APP-14141,0.197,0
APP-14142,0.105,1
APP-14143,0.234,1
APP-14144,0.208,1
APP-14145,0.084,1
APP-14146,5.814,1
APP-14147,10.859,1
APP-14148,5.76,0
APP-14149,14.772,0
APP-14150,0.102,1
APP-14151,0.137,0
APP-14152,0.314,0
APP-14153,5.555,1
APP-14154,7.29,0
APP-14155,0.142,0
APP-14156,0.263,1
APP-14157,1.024,0
APP-14158,2.717,0
APP-14159,0.192,1
APP-14160,0.311,1
APP-14161,7.193,0
APP-14162,0.331,1
APP-14163,0.248,1
APP-14164,0.48,1
APP-14165,0.182,1
APP-14166,0.136,1
APP-14167,0.286,0
APP-14168,8.225,0
APP-14169,0.168,1
APP-14170,9.415,1
APP-14171,0.128,1
APP-14172,8.273,0
APP-14173,10.215,0
APP-14174,0.105,0
APP-14175,0.148,1
APP-14176,0.22,1
APP-14177,0.296,0
APP-14178,1.904,1
APP-14179,11.506,1
APP-14180,2.671,0
APP-14181,0.068,0
APP-14182,6.544,0
APP-14183,6.706,0
APP-14184,0.081,0
APP-14185,0.082,0
APP-14186,0.077,1
APP-14187,0.272,1
APP-14188,0.413,1
APP-14189,0.585,1
APP-14190,0.233,1
APP-14191,0.095,1
APP-14192,0.104,0
APP-14193,0.165,0
APP-14194,2.835,0
APP-14195,0.137,1
APP-14196,0.098,0
APP-14197,0.057,1
APP-14198,0.174,1
APP-14199,0.032,1
APP-14200,0.218,0
APP-14201,0.49,0
APP-14202,0.266,1
APP-14203,0.125,0
APP-14204,0.159,1
APP-14205,0.147,1
APP-14206,0.104,1
APP-14207,0.088,1
APP-14208,0.046,1
APP-14209,0.248,1
APP-14210,0.149,0
APP-14211,0.121,0
APP-14212,2.399,0
APP-14213,0.225,1
APP-14214,0.07,1
APP-14215,9.481,1
APP-14216,7.581,0
APP-14217,5.199,1
APP-14218,0.5,1
APP-14219,0.165,1
APP-14220,0.066,1
APP-14221,0.057,1
APP-14222,6.469,0
APP-14223,0.372,1
APP-14224,0.324,0
APP-14225,4.382,0
APP-14226,0.071,1
APP-14227,0.309,1
APP-14228,15.769,0
APP-14229,0.166,1
APP-14230,0.093,0
APP-14231,0.218,1
APP-14232,0.148,1
APP-14233,0.6,0
APP-14234,0.249,1
APP-14235,0.079,1
APP-14236,0.084,0
APP-14237,0.298,0
APP-14238,0.389,1
APP-14239,0.197,1
APP-14240,0.279,1
APP-14241,0.087,1
APP-14242,0.145,1
APP-14243,6.737,1
APP-14244,0.092,1
APP-14245,0.116,1
APP-14246,3.233,1
APP-14247,0.091,1
APP-14248,0.135,1
APP-14249,0.185,1
APP-14250,0.166,1
APP-14251,0.44,1
APP-14252,0.1,0
APP-14253,0.185,1
APP-14254,0.178,0
APP-14255,0.125,0
APP-14256,0.171,1
APP-14257,7.331,0
APP-14258,0.122,1
APP-14259,0.163,0
APP-14260,0.184,1
APP-14261,4.021,1
APP-14262,0.6,1
APP-14263,0.136,0
APP-14264,8.732,0
APP-14265,0.187,0
APP-14266,0.138,1
APP-14267,0.162,1
APP-14268,0.166,1
APP-14269,0.266,1
APP-14270,0.258,1
APP-14271,0.338,1
APP-14272,0.119,0
APP-14273,3.454,1
APP-14274,0.085,1
APP-14275,0.068,0
APP-14276,7.358,0
APP-14277,0.294,1
APP-14278,0.257,1
APP-14279,0.103,1
APP-14280,6.311,0
APP-14281,0.196,1
APP-14282,0.176,1
APP-14283,8.05,0
APP-14284,0.157,1
APP-14285,0.161,1
APP-14286,0.087,1
APP-14287,0.097,0
APP-14288,6.002,0
APP-14289,0.119,1
APP-14290,0.097,1
APP-14291,0.176,1
APP-14292,1.313,1
APP-14293,0.25,1
APP-14294,0.362,1
APP-14295,0.051,0
APP-14296,0.07,1
APP-14297,0.168,1
APP-14298,0.136,1
APP-14299,0.064,1
APP-14300,0.075,1
APP-14301,0.052,1
APP-14302,0.6,0
APP-14303,0.209,0
APP-14304,1.875,0
APP-14305,0.174,1
APP-14306,13.673,1
APP-14307,0.107,1
APP-14308,0.219,1
APP-14309,0.168,1
APP-14310,0.856,0
APP-14311,0.126,0
APP-14312,0.102,0
APP-14313,7.984,0
APP-14314,0.062,1
APP-14315,0.191,1
APP-14316,0.199,1
APP-14317,6.108,1
APP-14318,0.215,0
APP-14319,3.586,1
APP-14320,0.134,1
APP-14321,0.274,1
APP-14322,10.589,0
APP-14323,0.078,1
APP-14324,0.156,1
APP-14325,0.163,1
APP-14326,0.068,1
APP-14327,8.828,1
APP-14328,2.449,1
APP-14329,2.381,0
APP-14330,0.137,1
APP-14331,5.683,0
APP-14332,0.16,1
APP-14333,0.223,1
APP-14334,0.145,1
APP-14335,0.132,1
APP-14336,0.066,1
APP-14337,0.803,1
APP-14338,4.189,0
APP-14339,0.216,1
APP-14340,0.113,1
APP-14341,6.05,1
APP-14342,5.558,1
APP-14343,4.301,1
APP-14344,0.122,0
APP-14345,0.186,1
APP-14346,0.075,1
APP-14347,0.183,1
APP-14348,0.247,1
APP-14349,0.138,1
APP-14350,4.019,0
APP-14351,4.237,0
APP-14352,0.082,1
APP-14353,0.094,1
APP-14354,0.095,1
APP-14355,5.101,0
APP-14356,0.22,1
APP-14357,0.165,0
APP-14358,0.195,1
APP-14359,5.222,1
APP-14360,0.059,1
APP-14361,0.086,0
APP-14362,7.904,1
APP-14363,0.07,1
APP-14364,5.76,0
APP-14365,5.485,1
APP-14366,0.113,1
APP-14367,0.283,1
APP-14368,0.306,1
APP-14369,8.656,1
APP-14370,0.187,1
APP-14371,0.204,1
APP-14372,0.046,1
APP-14373,0.11,1
APP-14374,0.206,1
APP-14375,0.118,0
APP-14376,0.116,1
APP-14377,0.113,1
APP-14378,0.123,1
APP-14379,0.168,0
APP-14380,0.074,1
APP-14381,4.003,1
APP-14382,7.527,0
